time,P,G(i),H_sun,T2m,WS10m,Int
20191104:0610,0.0,0.0,0.0,8.25,3.72,0.0
20191104:0710,25585.0,75.25,8.45,8.31,2.97,0.0
20191104:0810,50555.0,132.43,15.67,8.55,2.83,0.0
20191104:0910,276085.0,655.71,21.17,9.23,2.55,0.0
20191104:1010,86875.0,215.32,24.45,10.03,3.31,0.0
20191104:1110,86915.0,216.46,25.14,11.25,3.72,0.0
20191104:1210,86575.0,216.15,23.14,12.26,4.21,0.0
20191104:1310,36795.0,102.75,18.71,11.52,2.9,0.0
20191104:1410,6800.0,28.49,12.3,10.76,2.21,0.0
20191104:1510,11940.0,43.63,4.42,10.12,2.28,0.0
20191104:1610,0.0,0.0,0.0,8.99,2.55,0.0
20191104:1710,0.0,0.0,0.0,8.59,2.97,0.0
20191104:1810,0.0,0.0,0.0,8.48,3.03,0.0
20191104:1910,0.0,0.0,0.0,8.71,3.1,0.0
20191104:2010,0.0,0.0,0.0,8.25,2.69,0.0
20191104:2110,0.0,0.0,0.0,7.68,2.28,0.0
20191104:2210,0.0,0.0,0.0,7.11,2.34,0.0
20191104:2310,0.0,0.0,0.0,6.97,2.76,0.0
20191105:0010,0.0,0.0,0.0,7.12,2.76,0.0
20191105:0110,0.0,0.0,0.0,7.47,2.9,0.0
20191105:0210,0.0,0.0,0.0,7.72,2.76,0.0
20191105:0310,0.0,0.0,0.0,7.59,2.41,0.0
20191105:0410,0.0,0.0,0.0,7.19,2.0,0.0
20191105:0510,0.0,0.0,0.0,6.89,1.79,0.0
20191105:0610,0.0,0.0,0.0,6.51,1.72,0.0
20191105:0710,13100.0,44.55,8.18,6.43,2.14,0.0
20191105:0810,22640.0,68.02,15.39,7.15,1.86,0.0
20191105:0910,85810.0,211.61,20.87,8.03,1.72,0.0
20191105:1010,135110.0,323.49,24.14,8.88,2.0,0.0
20191105:1110,150810.0,359.71,24.83,9.53,2.41,0.0
20191105:1210,136535.0,327.53,22.85,9.75,2.21,0.0
20191105:1310,214490.0,510.12,18.43,10.0,2.21,0.0
20191105:1410,35385.0,98.86,12.04,9.97,1.72,0.0
20191105:1510,13705.0,48.59,4.18,9.71,1.38,0.0
20191105:1610,0.0,0.0,0.0,8.84,1.45,0.0
20191105:1710,0.0,0.0,0.0,8.06,1.72,0.0
20191105:1810,0.0,0.0,0.0,7.32,1.79,0.0
20191105:1910,0.0,0.0,0.0,6.13,1.52,0.0
20191105:2010,0.0,0.0,0.0,5.6,1.52,0.0
20191105:2110,0.0,0.0,0.0,5.19,1.52,0.0
20191105:2210,0.0,0.0,0.0,4.61,1.52,0.0
20191105:2310,0.0,0.0,0.0,3.97,1.45,0.0
20191106:0010,0.0,0.0,0.0,3.7,1.38,0.0
20191106:0110,0.0,0.0,0.0,3.6,1.38,0.0
20191106:0210,0.0,0.0,0.0,3.5,1.45,0.0
20191106:0310,0.0,0.0,0.0,3.23,1.52,0.0
20191106:0410,0.0,0.0,0.0,3.54,1.59,0.0
20191106:0510,0.0,0.0,0.0,3.82,1.59,0.0
20191106:0610,0.0,0.0,0.0,4.18,1.45,0.0
20191106:0710,36385.0,99.07,7.92,4.28,1.59,0.0
20191106:0810,50490.0,130.65,15.11,5.4,2.34,0.0
20191106:0910,36500.0,100.19,20.58,6.69,2.62,0.0
20191106:1010,42335.0,113.97,23.84,7.69,2.83,0.0
20191106:1110,35785.0,99.27,24.53,8.67,3.17,0.0
20191106:1210,79325.0,197.7,22.55,9.15,2.97,0.0
20191106:1310,27815.0,80.88,18.16,9.21,2.48,0.0
20191106:1410,19510.0,60.93,11.79,9.11,2.07,0.0
20191106:1510,6965.0,29.53,3.94,8.35,1.86,0.0
20191106:1610,0.0,0.0,0.0,7.19,1.93,0.0
20191106:1710,0.0,0.0,0.0,6.42,1.93,0.0
20191106:1810,0.0,0.0,0.0,5.78,1.93,0.0
20191106:1910,0.0,0.0,0.0,5.33,1.86,0.0
20191106:2010,0.0,0.0,0.0,4.87,1.86,0.0
20191106:2110,0.0,0.0,0.0,4.75,1.79,0.0
20191106:2210,0.0,0.0,0.0,4.73,1.72,0.0
20191106:2310,0.0,0.0,0.0,4.59,1.72,0.0
20191107:0010,0.0,0.0,0.0,4.84,1.59,0.0
20191107:0110,0.0,0.0,0.0,4.91,1.59,0.0
20191107:0210,0.0,0.0,0.0,4.86,1.66,0.0
20191107:0310,0.0,0.0,0.0,4.56,1.72,0.0
20191107:0410,0.0,0.0,0.0,4.32,1.79,0.0
20191107:0510,0.0,0.0,0.0,4.15,1.79,0.0
20191107:0610,0.0,0.0,0.0,3.59,1.93,0.0
20191107:0710,22890.0,67.43,7.66,2.65,1.79,0.0
20191107:0810,36910.0,99.83,14.83,4.08,2.0,0.0
20191107:0910,132765.0,313.23,20.29,5.89,2.07,0.0
20191107:1010,290540.0,688.76,23.54,7.58,2.28,0.0
20191107:1110,156725.0,371.41,24.23,8.95,2.83,0.0
20191107:1210,310000.0,740.53,22.27,9.77,2.9,0.0
20191107:1310,103045.0,251.18,17.89,10.03,2.76,0.0
20191107:1410,58925.0,152.66,11.54,9.88,2.48,0.0
20191107:1510,9325.0,36.53,3.71,9.27,2.0,0.0
20191107:1610,0.0,0.0,0.0,8.5,2.07,0.0
20191107:1710,0.0,0.0,0.0,7.9,2.07,0.0
20191107:1810,0.0,0.0,0.0,7.29,2.0,0.0
20191107:1910,0.0,0.0,0.0,6.67,1.93,0.0
20191107:2010,0.0,0.0,0.0,6.07,1.66,0.0
20191107:2110,0.0,0.0,0.0,5.44,1.52,0.0
20191107:2210,0.0,0.0,0.0,4.97,1.45,0.0
20191107:2310,0.0,0.0,0.0,4.4,1.03,0.0
20191108:0010,0.0,0.0,0.0,5.43,0.48,0.0
20191108:0110,0.0,0.0,0.0,3.79,1.17,0.0
20191108:0210,0.0,0.0,0.0,4.11,1.38,0.0
20191108:0310,0.0,0.0,0.0,4.75,1.66,0.0
20191108:0410,0.0,0.0,0.0,4.92,1.93,0.0
20191108:0510,0.0,0.0,0.0,5.18,2.28,0.0
20191108:0610,0.0,0.0,0.0,5.31,2.48,0.0
20191108:0710,7370.0,29.41,7.4,4.68,2.62,0.0
20191108:0810,33775.0,93.13,14.56,5.38,3.1,0.0
20191108:0910,21255.0,64.34,20.0,5.91,2.9,0.0
20191108:1010,38580.0,104.78,23.25,6.67,4.14,0.0
20191108:1110,25415.0,74.45,23.94,7.01,3.93,0.0
20191108:1210,16995.0,54.23,21.99,6.69,3.31,0.0
20191108:1310,19680.0,60.66,17.62,6.32,2.9,0.0
20191108:1410,13665.0,45.96,11.29,6.33,1.93,0.0
20191108:1510,0.0,5.51,3.49,6.4,1.45,0.0
20191108:1610,0.0,0.0,0.0,6.09,1.31,0.0
20191108:1710,0.0,0.0,0.0,5.97,1.1,0.0
20191108:1810,0.0,0.0,0.0,5.84,0.9,0.0
20191108:1910,0.0,0.0,0.0,5.4,0.14,0.0
20191108:2010,0.0,0.0,0.0,5.41,0.69,0.0
20191108:2110,0.0,0.0,0.0,5.42,1.24,0.0
20191108:2210,0.0,0.0,0.0,5.48,1.31,0.0
20191108:2310,0.0,0.0,0.0,5.58,1.38,0.0
20191109:0010,0.0,0.0,0.0,5.64,1.45,0.0
20191109:0110,0.0,0.0,0.0,5.65,1.24,0.0
20191109:0210,0.0,0.0,0.0,5.59,1.17,0.0
20191109:0310,0.0,0.0,0.0,5.37,1.79,0.0
20191109:0410,0.0,0.0,0.0,4.98,2.28,0.0
20191109:0510,0.0,0.0,0.0,4.45,2.41,0.0
20191109:0610,0.0,0.0,0.0,4.01,2.28,0.0
20191109:0710,2350.0,14.71,7.14,3.46,2.34,0.0
20191109:0810,17660.0,55.15,14.29,3.31,2.55,0.0
20191109:0910,18820.0,57.91,19.72,3.34,3.31,0.0
20191109:1010,31400.0,87.32,22.96,3.79,3.59,0.0
20191109:1110,28075.0,79.96,23.65,4.59,3.1,0.0
20191109:1210,112960.0,268.21,21.71,5.44,2.83,0.0
20191109:1310,66655.0,166.83,17.37,6.1,2.97,0.0
20191109:1410,8670.0,33.09,11.05,6.28,2.34,0.0
20191109:1510,1770.0,12.87,3.27,6.18,1.38,0.0
20191109:1610,0.0,0.0,0.0,5.5,0.76,0.0
20191109:1710,0.0,0.0,0.0,4.68,1.38,0.0
20191109:1810,0.0,0.0,0.0,3.76,1.52,0.0
20191109:1910,0.0,0.0,0.0,2.73,1.72,0.0
20191109:2010,0.0,0.0,0.0,2.6,1.66,0.0
20191109:2110,0.0,0.0,0.0,1.94,1.59,0.0
20191109:2210,0.0,0.0,0.0,1.59,1.31,0.0
20191109:2310,0.0,0.0,0.0,0.76,1.17,0.0
20191110:0010,0.0,0.0,0.0,0.02,1.38,0.0
20191110:0110,0.0,0.0,0.0,-0.67,1.52,0.0
20191110:0210,0.0,0.0,0.0,-0.95,1.59,0.0
20191110:0310,0.0,0.0,0.0,-1.21,1.59,0.0
20191110:0410,0.0,0.0,0.0,-1.74,1.79,0.0
20191110:0510,0.0,0.0,0.0,-2.01,1.79,0.0
20191110:0610,0.0,0.0,0.0,-2.17,1.79,0.0
20191110:0710,32745.0,89.12,6.89,-0.56,1.45,0.0
20191110:0810,90790.0,215.37,14.02,0.57,1.38,0.0
20191110:0910,55640.0,140.32,19.44,1.28,1.45,0.0
20191110:1010,92945.0,222.06,22.67,2.12,1.79,0.0
20191110:1110,110955.0,262.82,23.37,3.37,1.72,0.0
20191110:1210,238090.0,556.22,21.44,4.69,1.52,0.0
20191110:1310,263355.0,620.42,17.11,5.48,1.52,0.0
20191110:1410,172325.0,408.6,10.82,5.43,1.45,0.0
20191110:1510,13770.0,48.75,3.05,5.0,1.03,0.0
20191110:1610,0.0,0.0,0.0,4.02,1.31,0.0
20191110:1710,0.0,0.0,0.0,2.74,1.38,0.0
20191110:1810,0.0,0.0,0.0,1.39,1.45,0.0
20191110:1910,0.0,0.0,0.0,1.95,1.03,0.0
20191110:2010,0.0,0.0,0.0,2.0,0.83,0.0
20191110:2110,0.0,0.0,0.0,1.98,0.69,0.0
20191110:2210,0.0,0.0,0.0,1.54,0.9,0.0
20191110:2310,0.0,0.0,0.0,1.37,0.83,0.0
20191111:0010,0.0,0.0,0.0,1.66,0.69,0.0
20191111:0110,0.0,0.0,0.0,0.77,0.97,0.0
20191111:0210,0.0,0.0,0.0,0.01,1.24,0.0
20191111:0310,0.0,0.0,0.0,-0.4,1.24,0.0
20191111:0410,0.0,0.0,0.0,-0.11,1.24,0.0
20191111:0510,0.0,0.0,0.0,0.34,1.52,0.0
20191111:0610,0.0,0.0,0.0,0.51,1.52,0.0
20191111:0710,10870.0,38.04,6.64,0.52,1.38,0.0
20191111:0810,20580.0,61.58,13.75,0.93,1.72,0.0
20191111:0910,15505.0,49.63,19.16,1.69,2.41,0.0
20191111:1010,22425.0,66.18,22.39,2.26,2.76,0.0
20191111:1110,23115.0,68.02,23.09,3.05,2.48,0.0
20191111:1210,21470.0,64.34,21.17,3.79,2.41,0.0
20191111:1310,16415.0,52.39,16.87,4.5,2.48,0.0
20191111:1410,0.0,0.0,0.0,4.89,2.21,0.0
20191111:1510,4035.0,20.59,2.84,4.52,1.59,0.0
20191111:1610,0.0,0.0,0.0,3.53,1.59,0.0
20191111:1710,0.0,0.0,0.0,2.63,1.31,0.0
20191111:1810,0.0,0.0,0.0,1.81,0.97,0.0
20191111:1910,0.0,0.0,0.0,0.77,1.17,0.0
20191111:2010,0.0,0.0,0.0,0.7,1.31,0.0
20191111:2110,0.0,0.0,0.0,0.84,1.45,0.0
20191111:2210,0.0,0.0,0.0,0.81,1.66,0.0
20191111:2310,0.0,0.0,0.0,0.86,1.93,0.0
20191112:0010,0.0,0.0,0.0,1.0,1.93,0.0
20191112:0110,0.0,0.0,0.0,1.15,2.07,0.0
20191112:0210,0.0,0.0,0.0,1.39,2.14,0.0
20191112:0310,0.0,0.0,0.0,1.65,2.21,0.0
20191112:0410,0.0,0.0,0.0,1.93,2.21,0.0
20191112:0510,0.0,0.0,0.0,2.17,2.14,0.0
20191112:0610,0.0,0.0,0.0,2.2,2.0,0.0
20191112:0710,6780.0,27.57,6.39,2.16,1.93,0.0
20191112:0810,65590.0,161.96,13.49,2.9,2.76,0.0
20191112:0910,53245.0,136.08,18.89,3.73,2.62,0.0
20191112:1010,78090.0,191.31,22.11,4.59,2.62,0.0
20191112:1110,24435.0,71.69,22.81,5.18,2.41,0.0
20191112:1210,36310.0,99.27,20.91,5.42,2.34,0.0
20191112:1310,24765.0,72.61,16.63,5.64,2.21,0.0
20191112:1410,13370.0,45.04,10.37,5.26,1.59,0.0
20191112:1510,0.0,2.76,2.64,4.84,1.45,0.0
20191112:1610,0.0,0.0,0.0,4.21,1.45,0.0
20191112:1710,0.0,0.0,0.0,3.75,1.66,0.0
20191112:1810,0.0,0.0,0.0,3.38,1.52,0.0
20191112:1910,0.0,0.0,0.0,2.82,1.59,0.0
20191112:2010,0.0,0.0,0.0,2.57,1.86,0.0
20191112:2110,0.0,0.0,0.0,2.46,1.52,0.0
20191112:2210,0.0,0.0,0.0,2.25,1.66,0.0
20191112:2310,0.0,0.0,0.0,2.17,1.72,0.0
20191113:0010,0.0,0.0,0.0,2.03,1.66,0.0
20191113:0110,0.0,0.0,0.0,1.89,1.45,0.0
20191113:0210,0.0,0.0,0.0,1.71,0.97,0.0
20191113:0310,0.0,0.0,0.0,1.52,0.76,0.0
20191113:0410,0.0,0.0,0.0,1.43,0.69,0.0
20191113:0510,0.0,0.0,0.0,1.23,0.83,0.0
20191113:0610,0.0,0.0,0.0,1.1,1.31,0.0
20191113:0710,12370.0,41.9,6.14,1.07,1.52,0.0
20191113:0810,17045.0,53.31,13.23,1.39,1.66,0.0
20191113:0910,23610.0,68.93,18.62,1.98,1.72,0.0
20191113:1010,40035.0,106.62,21.84,2.63,1.93,0.0
20191113:1110,50495.0,130.27,22.55,3.41,1.93,0.0
20191113:1210,116355.0,274.64,20.66,4.01,2.0,0.0
20191113:1310,18705.0,57.91,16.39,4.23,1.52,0.0
20191113:1410,36240.0,98.66,10.16,4.36,1.17,0.0
20191113:1510,870.0,9.48,2.44,4.27,1.1,0.0
20191113:1610,0.0,0.0,0.0,3.68,1.31,0.0
20191113:1710,0.0,0.0,0.0,3.01,1.52,0.0
20191113:1810,0.0,0.0,0.0,2.44,1.66,0.0
20191113:1910,0.0,0.0,0.0,2.07,1.72,0.0
20191113:2010,0.0,0.0,0.0,1.86,1.72,0.0
20191113:2110,0.0,0.0,0.0,1.84,1.66,0.0
20191113:2210,0.0,0.0,0.0,2.05,1.59,0.0
20191113:2310,0.0,0.0,0.0,1.92,1.52,0.0
20191114:0010,0.0,0.0,0.0,1.68,1.66,0.0
20191114:0110,0.0,0.0,0.0,1.19,1.79,0.0
20191114:0210,0.0,0.0,0.0,0.71,1.86,0.0
20191114:0310,0.0,0.0,0.0,-0.2,2.0,0.0
20191114:0410,0.0,0.0,0.0,-0.72,2.14,0.0
20191114:0510,0.0,0.0,0.0,-0.96,2.28,0.0
20191114:0610,0.0,0.0,0.0,-1.08,2.34,0.0
20191114:0710,27365.0,76.83,5.9,-1.05,2.07,0.0
20191114:0810,221780.0,505.03,12.98,0.33,2.0,0.0
20191114:0910,295880.0,682.1,18.36,2.24,2.41,0.0
20191114:1010,326420.0,760.55,21.57,3.95,2.83,0.0
20191114:1110,273535.0,633.76,22.28,5.07,3.1,0.0
20191114:1210,294630.0,686.78,20.41,5.91,3.17,0.0
20191114:1310,255260.0,593.27,16.16,6.42,3.38,0.0
20191114:1410,171095.0,403.34,9.95,6.32,3.31,0.0
20191114:1510,860.0,9.48,2.25,5.46,3.1,0.0
20191114:1610,0.0,0.0,0.0,4.38,3.38,0.0
20191114:1710,0.0,0.0,0.0,3.71,3.52,0.0
20191114:1810,0.0,0.0,0.0,3.14,3.45,0.0
20191114:1910,0.0,0.0,0.0,2.05,3.24,0.0
20191114:2010,0.0,0.0,0.0,1.81,3.31,0.0
20191114:2110,0.0,0.0,0.0,1.79,3.38,0.0
20191114:2210,0.0,0.0,0.0,1.73,3.52,0.0
20191114:2310,0.0,0.0,0.0,1.69,3.45,0.0
20191115:0010,0.0,0.0,0.0,1.7,3.38,0.0
20191115:0110,0.0,0.0,0.0,1.71,3.52,0.0
20191115:0210,0.0,0.0,0.0,1.95,3.38,0.0
20191115:0310,0.0,0.0,0.0,2.22,2.97,0.0
20191115:0410,0.0,0.0,0.0,2.5,2.76,0.0
20191115:0510,0.0,0.0,0.0,2.96,2.97,0.0
20191115:0610,0.0,0.0,0.0,3.6,3.24,0.0
20191115:0710,20260.0,61.4,5.65,3.05,3.24,0.0
20191115:0810,223675.0,514.47,12.72,4.62,3.38,0.0
20191115:0910,60540.0,153.93,18.1,7.08,2.9,0.0
20191115:1010,66760.0,169.82,21.31,9.57,2.97,0.0
20191115:1110,25245.0,75.37,22.03,11.17,2.41,0.0
20191115:1210,21410.0,66.18,20.17,11.57,2.76,0.0
20191115:1310,14820.0,49.63,15.94,10.59,2.34,0.0
20191115:1410,32690.0,92.4,9.75,9.5,1.52,0.0
20191115:1510,0.0,0.0,0.0,8.43,1.31,0.0
20191115:1610,0.0,0.0,0.0,7.51,1.38,0.0
20191115:1710,0.0,0.0,0.0,6.46,1.31,0.0
20191115:1810,0.0,0.0,0.0,5.81,1.45,0.0
20191115:1910,0.0,0.0,0.0,4.48,1.79,0.0
20191115:2010,0.0,0.0,0.0,4.15,1.79,0.0
20191115:2110,0.0,0.0,0.0,3.92,1.59,0.0
20191115:2210,0.0,0.0,0.0,3.77,1.45,0.0
20191115:2310,0.0,0.0,0.0,3.84,1.1,0.0
20191116:0010,0.0,0.0,0.0,3.93,0.69,0.0
20191116:0110,0.0,0.0,0.0,4.13,1.52,0.0
20191116:0210,0.0,0.0,0.0,3.78,1.86,0.0
20191116:0310,0.0,0.0,0.0,3.05,2.14,0.0
20191116:0410,0.0,0.0,0.0,2.5,2.48,0.0
20191116:0510,0.0,0.0,0.0,2.14,2.28,0.0
20191116:0610,0.0,0.0,0.0,1.97,2.0,0.0
20191116:0710,8180.0,31.43,5.41,2.91,1.72,0.0
20191116:0810,26980.0,77.01,12.48,3.48,1.86,0.0
20191116:0910,188385.0,436.54,17.84,4.08,1.66,0.0
20191116:1010,44465.0,117.66,21.05,4.98,1.59,0.0
20191116:1110,37405.0,102.02,21.78,5.73,1.45,0.0
20191116:1210,18510.0,57.91,19.93,6.21,0.97,0.0
20191116:1310,36410.0,99.99,15.72,6.53,0.62,0.0
20191116:1410,21185.0,64.47,9.55,6.72,0.34,0.0
20191116:1510,0.0,0.0,0.0,6.47,0.76,0.0
20191116:1610,0.0,0.0,0.0,5.83,1.17,0.0
20191116:1710,0.0,0.0,0.0,5.03,1.38,0.0
20191116:1810,0.0,0.0,0.0,4.42,1.45,0.0
20191116:1910,0.0,0.0,0.0,4.15,1.24,0.0
20191116:2010,0.0,0.0,0.0,4.09,1.03,0.0
20191116:2110,0.0,0.0,0.0,3.9,1.31,0.0
20191116:2210,0.0,0.0,0.0,3.62,1.66,0.0
20191116:2310,0.0,0.0,0.0,3.54,1.72,0.0
20191117:0010,0.0,0.0,0.0,3.47,1.79,0.0
20191117:0110,0.0,0.0,0.0,3.5,2.21,0.0
20191117:0210,0.0,0.0,0.0,3.54,2.55,0.0
20191117:0310,0.0,0.0,0.0,3.6,2.83,0.0
20191117:0410,0.0,0.0,0.0,3.75,3.1,0.0
20191117:0510,0.0,0.0,0.0,3.88,3.1,0.0
20191117:0610,0.0,0.0,0.0,3.84,3.31,0.0
20191117:0710,3690.0,18.96,5.18,4.38,2.97,0.0
20191117:0810,35450.0,96.56,12.23,4.95,2.9,0.0
20191117:0910,107235.0,255.46,17.59,5.76,2.48,0.0
20191117:1010,209960.0,489.97,20.8,7.07,2.62,0.0
20191117:1110,108635.0,262.0,21.53,7.98,2.14,0.0
20191117:1210,21335.0,65.26,19.7,8.56,1.79,0.0
20191117:1310,172385.0,409.27,15.51,9.26,1.93,0.0
20191117:1410,140800.0,341.35,9.36,9.71,1.86,0.0
20191117:1510,0.0,0.0,0.0,9.59,2.07,0.0
20191117:1610,0.0,0.0,0.0,9.24,2.34,0.0
20191117:1710,0.0,0.0,0.0,9.11,2.48,0.0
20191117:1810,0.0,0.0,0.0,8.78,2.21,0.0
20191117:1910,0.0,0.0,0.0,8.84,2.41,0.0
20191117:2010,0.0,0.0,0.0,8.24,2.07,0.0
20191117:2110,0.0,0.0,0.0,7.52,2.0,0.0
20191117:2210,0.0,0.0,0.0,6.79,2.07,0.0
20191117:2310,0.0,0.0,0.0,6.36,1.79,0.0
20191118:0010,0.0,0.0,0.0,6.1,1.66,0.0
20191118:0110,0.0,0.0,0.0,5.85,1.66,0.0
20191118:0210,0.0,0.0,0.0,5.49,1.66,0.0
20191118:0310,0.0,0.0,0.0,5.07,1.66,0.0
20191118:0410,0.0,0.0,0.0,4.53,1.86,0.0
20191118:0510,0.0,0.0,0.0,4.1,2.14,0.0
20191118:0610,0.0,0.0,0.0,3.67,2.28,0.0
20191118:0710,1100.0,10.34,4.95,3.3,2.21,0.0
20191118:0810,17655.0,55.15,11.99,3.34,2.28,0.0
20191118:0910,34385.0,94.03,17.34,3.55,2.62,0.0
20191118:1010,36940.0,100.19,20.55,4.3,2.97,0.0
20191118:1110,119480.0,281.76,21.29,5.3,3.38,0.0
20191118:1210,209805.0,484.24,19.47,6.38,4.07,0.0
20191118:1310,163685.0,381.18,15.3,7.07,4.21,0.0
20191118:1410,156110.0,370.08,9.17,7.18,3.59,0.0
20191118:1510,0.0,0.0,0.0,6.78,2.9,0.0
20191118:1610,0.0,0.0,0.0,5.91,2.76,0.0
20191118:1710,0.0,0.0,0.0,5.25,2.76,0.0
20191118:1810,0.0,0.0,0.0,4.39,2.62,0.0
20191118:1910,0.0,0.0,0.0,3.36,2.69,0.0
20191118:2010,0.0,0.0,0.0,3.01,2.69,0.0
20191118:2110,0.0,0.0,0.0,2.72,2.55,0.0
20191118:2210,0.0,0.0,0.0,2.47,2.41,0.0
20191118:2310,0.0,0.0,0.0,2.18,2.21,0.0
20191119:0010,0.0,0.0,0.0,1.84,2.21,0.0
20191119:0110,0.0,0.0,0.0,1.54,2.28,0.0
20191119:0210,0.0,0.0,0.0,1.3,2.21,0.0
20191119:0310,0.0,0.0,0.0,0.98,2.0,0.0
20191119:0410,0.0,0.0,0.0,0.73,1.72,0.0
20191119:0510,0.0,0.0,0.0,0.46,1.45,0.0
20191119:0610,0.0,0.0,0.0,-0.53,1.1,0.0
20191119:0710,6240.0,25.85,4.72,-0.6,1.03,0.0
20191119:0810,154840.0,359.41,11.75,1.23,0.34,0.0
20191119:0910,258020.0,608.32,17.1,2.8,0.28,0.0
20191119:1010,290140.0,696.18,20.31,3.79,0.14,0.0
20191119:1110,96125.0,232.9,21.05,4.64,0.07,0.0
20191119:1210,28675.0,81.8,19.25,5.09,0.21,0.0
20191119:1310,10825.0,38.6,15.1,5.15,0.41,0.0
20191119:1410,123230.0,296.68,8.99,5.2,0.48,0.0
20191119:1510,0.0,0.0,0.0,4.86,0.62,0.0
20191119:1610,0.0,0.0,0.0,4.25,0.83,0.0
20191119:1710,0.0,0.0,0.0,3.63,1.03,0.0
20191119:1810,0.0,0.0,0.0,2.97,1.1,0.0
20191119:1910,0.0,0.0,0.0,2.88,1.24,0.0
20191119:2010,0.0,0.0,0.0,2.61,1.31,0.0
20191119:2110,0.0,0.0,0.0,2.28,1.17,0.0
20191119:2210,0.0,0.0,0.0,1.2,1.17,0.0
20191119:2310,0.0,0.0,0.0,0.7,1.1,0.0
20191120:0010,0.0,0.0,0.0,0.4,1.1,0.0
20191120:0110,0.0,0.0,0.0,0.3,1.1,0.0
20191120:0210,0.0,0.0,0.0,0.13,1.17,0.0
20191120:0310,0.0,0.0,0.0,-0.55,1.45,0.0
20191120:0410,0.0,0.0,0.0,-0.8,1.45,0.0
20191120:0510,0.0,0.0,0.0,-1.19,1.52,0.0
20191120:0610,0.0,0.0,0.0,-0.96,1.45,0.0
20191120:0710,5590.0,24.13,4.49,0.15,1.17,0.0
20191120:0810,83705.0,201.27,11.52,2.0,1.03,0.0
20191120:0910,52890.0,135.02,16.86,3.27,1.72,0.0
20191120:1010,50800.0,131.11,20.07,3.93,1.66,0.0
20191120:1110,85675.0,208.24,20.83,4.51,1.52,0.0
20191120:1210,61490.0,155.3,19.04,5.0,1.45,0.0
20191120:1310,35305.0,96.74,14.91,5.3,1.79,0.0
20191120:1410,9410.0,34.93,8.82,5.31,1.93,0.0
20191120:1510,0.0,0.0,0.0,4.99,1.52,0.0
20191120:1610,0.0,0.0,0.0,4.58,1.59,0.0
20191120:1710,0.0,0.0,0.0,4.34,1.72,0.0
20191120:1810,0.0,0.0,0.0,4.23,1.72,0.0
20191120:1910,0.0,0.0,0.0,3.88,1.45,0.0
20191120:2010,0.0,0.0,0.0,3.68,1.38,0.0
20191120:2110,0.0,0.0,0.0,3.63,1.31,0.0
20191120:2210,0.0,0.0,0.0,3.73,1.24,0.0
20191120:2310,0.0,0.0,0.0,3.88,1.24,0.0
20191121:0010,0.0,0.0,0.0,4.02,1.24,0.0
20191121:0110,0.0,0.0,0.0,4.11,1.31,0.0
20191121:0210,0.0,0.0,0.0,4.29,1.45,0.0
20191121:0310,0.0,0.0,0.0,4.53,1.38,0.0
20191121:0410,0.0,0.0,0.0,4.77,1.31,0.0
20191121:0510,0.0,0.0,0.0,4.93,1.03,0.0
20191121:0610,0.0,0.0,0.0,4.98,0.69,0.0
20191121:0710,0.0,5.17,4.27,4.46,0.69,0.0
20191121:0810,6360.0,26.65,11.29,4.44,0.62,0.0
20191121:0910,14510.0,47.79,16.63,4.56,0.48,0.0
20191121:1010,28315.0,80.88,19.84,4.94,0.48,0.0
20191121:1110,22020.0,66.18,20.6,5.49,0.83,0.0
20191121:1210,54290.0,140.09,18.83,5.88,0.83,0.0
20191121:1310,13685.0,45.96,14.72,5.86,0.97,0.0
20191121:1410,9730.0,35.85,8.66,5.91,1.24,0.0
20191121:1510,0.0,0.0,0.0,5.67,1.17,0.0
20191121:1610,0.0,0.0,0.0,5.39,1.1,0.0
20191121:1710,0.0,0.0,0.0,5.2,1.1,0.0
20191121:1810,0.0,0.0,0.0,5.04,0.97,0.0
20191121:1910,0.0,0.0,0.0,4.49,0.83,0.0
20191121:2010,0.0,0.0,0.0,4.35,1.03,0.0
20191121:2110,0.0,0.0,0.0,4.21,1.03,0.0
20191121:2210,0.0,0.0,0.0,4.0,1.03,0.0
20191121:2310,0.0,0.0,0.0,3.86,0.97,0.0
20191122:0010,0.0,0.0,0.0,3.57,1.17,0.0
20191122:0110,0.0,0.0,0.0,3.54,1.31,0.0
20191122:0210,0.0,0.0,0.0,3.53,1.52,0.0
20191122:0310,0.0,0.0,0.0,3.38,1.66,0.0
20191122:0410,0.0,0.0,0.0,3.24,1.86,0.0
20191122:0510,0.0,0.0,0.0,3.25,1.72,0.0
20191122:0610,0.0,0.0,0.0,3.09,1.66,0.0
20191122:0710,1835.0,12.93,4.05,2.25,1.38,0.0
20191122:0810,39155.0,104.07,11.06,2.75,1.52,0.0
20191122:0910,19940.0,60.66,16.4,3.37,1.38,0.0
20191122:1010,16820.0,53.31,19.61,4.06,1.52,0.0
20191122:1110,51790.0,133.76,20.39,4.77,1.79,0.0
20191122:1210,22465.0,67.1,18.63,5.29,2.07,0.0
20191122:1310,11875.0,41.36,14.54,5.94,2.41,0.0
20191122:1410,19510.0,60.26,8.5,6.44,2.48,0.0
20191122:1510,0.0,0.0,0.0,5.99,1.86,0.0
20191122:1610,0.0,0.0,0.0,4.99,2.21,0.0
20191122:1710,0.0,0.0,0.0,4.41,2.48,0.0
20191122:1810,0.0,0.0,0.0,3.89,2.55,0.0
